,model_name,use_mcp,add_pseudocode,n_disks,ith_try,has_structured_response,valid_solution,total_moves,run_start,run_end
0,gpt-4.1-mini,False,True,8,5,True,False,255,2025-06-19 15:54:54.865612,2025-06-19 15:55:51.747443
0,gpt-4.1-mini,True,False,8,5,True,False,255,2025-06-19 15:55:51.753714,2025-06-19 15:57:10.131544
0,gpt-4.1-mini,False,False,8,6,True,False,255,2025-06-19 15:57:10.139267,2025-06-19 15:58:58.724466
0,gpt-4.1-mini,False,True,8,6,True,False,255,2025-06-19 15:58:58.734764,2025-06-19 16:00:07.682652
0,gpt-4.1-mini,True,False,8,6,True,False,127,2025-06-19 16:00:07.688786,2025-06-19 16:00:48.038548
0,gpt-4.1-mini,False,False,8,7,True,False,255,2025-06-19 16:00:48.043872,2025-06-19 16:01:34.192272
0,gpt-4.1-mini,False,True,8,7,True,False,255,2025-06-19 16:01:34.199307,2025-06-19 16:02:15.247040
0,gpt-4.1-mini,True,False,8,7,True,False,255,2025-06-19 16:02:15.253695,2025-06-19 16:03:14.897159
0,gpt-4.1-mini,False,False,8,8,True,False,255,2025-06-19 16:03:14.902574,2025-06-19 16:04:32.879657
0,gpt-4.1-mini,False,True,8,8,True,False,255,2025-06-19 16:04:32.886674,2025-06-19 16:05:44.977717
0,gpt-4.1-mini,True,False,8,8,True,False,255,2025-06-19 16:05:44.983220,2025-06-19 16:06:53.071737
0,gpt-4.1-mini,False,False,8,9,True,False,255,2025-06-19 16:06:53.080375,2025-06-19 16:08:25.371172
0,gpt-4.1-mini,False,True,8,9,True,False,255,2025-06-19 16:08:25.378295,2025-06-19 16:10:30.792074
0,gpt-4.1-mini,True,False,8,9,True,False,255,2025-06-19 16:10:30.799880,2025-06-19 16:11:49.661786
0,o4-mini,False,False,10,0,True,False,1023,2025-06-20 10:17:51.050971,2025-06-20 10:19:07.234650
0,o4-mini,False,True,10,0,True,False,1023,2025-06-20 10:19:07.250411,2025-06-20 10:19:44.642484
0,o4-mini,True,False,10,0,True,False,1023,2025-06-20 10:19:44.649116,2025-06-20 10:20:45.468264
0,o4-mini,False,False,10,1,True,False,1023,2025-06-20 10:20:45.477732,2025-06-20 10:23:06.172239
0,o4-mini,False,True,10,1,True,False,1023,2025-06-20 10:23:06.180838,2025-06-20 10:24:28.709184
0,o4-mini,True,False,10,1,True,False,1023,2025-06-20 10:24:28.719858,2025-06-20 10:26:06.498944
0,o4-mini,False,False,10,2,True,False,1023,2025-06-20 10:26:06.505814,2025-06-20 10:27:21.112575
0,o4-mini,False,True,10,2,True,False,1023,2025-06-20 10:27:21.117292,2025-06-20 10:29:02.678452
0,o4-mini,True,False,10,2,True,False,1023,2025-06-20 10:29:02.687354,2025-06-20 10:30:12.201119
0,o4-mini,False,False,10,3,True,False,1023,2025-06-20 10:30:12.207620,2025-06-20 10:31:42.518471
0,o4-mini,False,True,10,3,True,False,1023,2025-06-20 10:31:42.522237,2025-06-20 10:32:37.081049
0,o4-mini,True,False,10,3,True,False,1023,2025-06-20 10:32:37.088649,2025-06-20 10:38:32.483424
0,o4-mini,False,False,10,4,True,False,1023,2025-06-20 10:38:32.493091,2025-06-20 10:39:02.989724
0,o4-mini,False,True,10,4,True,False,1023,2025-06-20 10:39:02.994968,2025-06-20 10:39:49.938438
0,o4-mini,True,False,10,4,True,False,1023,2025-06-20 10:39:49.947099,2025-06-20 10:40:35.862203
0,o4-mini,False,False,10,5,True,False,1023,2025-06-20 10:40:35.868264,2025-06-20 10:41:50.387277
0,o4-mini,False,True,10,5,True,False,1023,2025-06-20 10:41:50.394100,2025-06-20 10:43:28.809235
0,o4-mini,True,False,10,5,True,False,1023,2025-06-20 10:43:28.818552,2025-06-20 10:44:07.718526
0,o4-mini,False,False,10,6,True,False,1023,2025-06-20 10:44:07.725289,2025-06-20 10:45:57.000771
0,o4-mini,False,True,10,6,True,False,1023,2025-06-20 10:45:57.007692,2025-06-20 10:47:03.722310
0,o4-mini,True,False,10,6,True,False,1023,2025-06-20 10:47:03.729703,2025-06-20 10:49:56.928495
0,o4-mini,False,False,10,7,True,False,1023,2025-06-20 10:49:56.935521,2025-06-20 10:51:55.506369
0,o4-mini,False,True,10,7,True,False,1023,2025-06-20 10:51:55.512285,2025-06-20 10:52:58.364676
0,o4-mini,True,False,10,7,True,False,1023,2025-06-20 10:52:58.373130,2025-06-20 10:53:42.806742
0,o4-mini,False,False,10,8,True,False,1023,2025-06-20 10:53:42.810981,2025-06-20 10:54:28.376571
0,o4-mini,False,True,10,8,True,False,1023,2025-06-20 10:54:28.386559,2025-06-20 10:56:46.031894
0,o4-mini,True,False,10,8,True,False,1023,2025-06-20 10:56:46.039046,2025-06-20 10:57:50.816623
0,o4-mini,False,False,10,9,True,False,1023,2025-06-20 10:57:50.823809,2025-06-20 10:58:57.377454
0,o4-mini,False,True,10,9,True,False,1023,2025-06-20 10:58:57.383561,2025-06-20 10:59:25.031183
0,o4-mini,True,False,10,9,True,False,1023,2025-06-20 10:59:25.037449,2025-06-20 10:59:55.442722
0,gpt-4.1-mini,False,False,10,0,True,False,1023,2025-06-20 10:59:55.449352,2025-06-20 11:00:14.276144
0,gpt-4.1-mini,False,True,10,0,True,False,63,2025-06-20 11:00:14.279163,2025-06-20 11:00:49.614416
0,gpt-4.1-mini,True,False,10,0,True,False,1023,2025-06-20 11:00:49.619358,2025-06-20 11:01:36.920607
0,gpt-4.1-mini,False,False,10,1,True,False,15,2025-06-20 11:01:36.927401,2025-06-20 11:02:19.926565
0,gpt-4.1-mini,False,True,10,1,True,False,1023,2025-06-20 11:02:19.932918,2025-06-20 11:02:48.778166
0,gpt-4.1-mini,True,False,10,1,True,False,1023,2025-06-20 11:02:48.783370,2025-06-20 11:03:04.988275
0,gpt-4.1-mini,False,False,10,2,True,False,1023,2025-06-20 11:03:04.994357,2025-06-20 11:03:26.084944
0,gpt-4.1-mini,False,True,10,2,True,False,1023,2025-06-20 11:03:26.089695,2025-06-20 11:05:59.339946
0,gpt-4.1-mini,True,False,10,2,True,False,1023,2025-06-20 11:05:59.345452,2025-06-20 11:06:14.299215
0,gpt-4.1-mini,False,False,10,3,True,False,1023,2025-06-20 11:06:14.303901,2025-06-20 11:06:26.280013
0,gpt-4.1-mini,False,True,10,3,True,False,1023,2025-06-20 11:06:26.285370,2025-06-20 11:07:24.140448
0,gpt-4.1-mini,True,False,10,3,True,False,1023,2025-06-20 11:07:24.147029,2025-06-20 11:08:39.810372
0,gpt-4.1-mini,False,False,10,4,True,False,1023,2025-06-20 11:08:39.816382,2025-06-20 11:09:51.288989
0,gpt-4.1-mini,False,True,10,4,True,False,1023,2025-06-20 11:09:51.295711,2025-06-20 11:11:27.852258
0,gpt-4.1-mini,True,False,10,4,True,False,15,2025-06-20 11:11:27.857407,2025-06-20 11:12:11.272504
0,gpt-4.1-mini,False,False,10,5,True,False,1023,2025-06-20 11:12:11.280025,2025-06-20 11:12:24.891463
0,gpt-4.1-mini,False,True,10,5,True,False,1023,2025-06-20 11:12:24.897024,2025-06-20 11:12:47.107513
0,gpt-4.1-mini,True,False,10,5,True,False,1023,2025-06-20 11:12:47.113471,2025-06-20 11:13:19.475467
0,gpt-4.1-mini,False,False,10,6,True,False,1023,2025-06-20 11:13:19.481589,2025-06-20 11:13:38.214860
0,gpt-4.1-mini,False,True,10,6,True,False,1023,2025-06-20 11:13:38.220315,2025-06-20 11:13:59.709737
0,gpt-4.1-mini,True,False,10,6,True,False,1023,2025-06-20 11:13:59.715098,2025-06-20 11:14:37.093266
0,gpt-4.1-mini,False,False,10,7,True,False,1023,2025-06-20 11:14:37.096262,2025-06-20 11:14:59.420684
0,gpt-4.1-mini,False,True,10,7,True,False,1023,2025-06-20 11:14:59.425957,2025-06-20 11:17:23.818755
0,gpt-4.1-mini,True,False,10,7,True,False,1023,2025-06-20 11:17:23.824572,2025-06-20 11:18:20.637840
0,gpt-4.1-mini,False,False,10,8,True,False,1023,2025-06-20 11:18:20.643814,2025-06-20 11:19:11.421413
0,gpt-4.1-mini,False,True,10,8,True,False,1023,2025-06-20 11:19:11.427951,2025-06-20 11:21:38.112177
0,gpt-4.1-mini,True,False,10,8,True,False,1023,2025-06-20 11:21:38.116570,2025-06-20 11:23:17.229331
0,gpt-4.1-mini,False,False,10,9,True,False,1023,2025-06-20 11:23:17.240351,2025-06-20 11:24:07.566519
0,gpt-4.1-mini,False,True,10,9,True,False,1023,2025-06-20 11:24:07.574288,2025-06-20 11:24:28.456183
0,gpt-4.1-mini,True,False,10,9,True,False,1023,2025-06-20 11:24:28.462041,2025-06-20 11:24:41.453300
0,o4-mini,False,False,10,10,True,False,1023,2025-06-20 11:26:05.744690,2025-06-20 11:28:52.816247
0,o4-mini,False,True,10,10,True,False,1023,2025-06-20 11:28:52.825637,2025-06-20 11:31:36.307436
0,o4-mini,True,False,10,10,True,False,1023,2025-06-20 11:31:36.313785,2025-06-20 11:32:08.230865
0,o4-mini,False,False,10,11,True,False,1023,2025-06-20 11:32:08.237145,2025-06-20 11:34:55.785863
0,o4-mini,False,True,10,11,True,False,1023,2025-06-20 11:34:55.791345,2025-06-20 11:37:06.649188
0,o4-mini,True,False,10,11,True,False,1023,2025-06-20 11:37:06.654701,2025-06-20 11:39:06.781878
0,o4-mini,False,False,10,12,True,False,1023,2025-06-20 11:39:06.790739,2025-06-20 11:40:10.744339
0,o4-mini,False,True,10,12,True,False,1023,2025-06-20 11:40:10.749795,2025-06-20 11:41:37.451315
0,o4-mini,True,False,10,12,True,False,1023,2025-06-20 13:44:11.712456,2025-06-20 13:45:58.068236
0,o4-mini,False,False,10,13,True,False,1023,2025-06-20 13:45:58.074303,2025-06-20 13:47:20.902967
0,o4-mini,False,True,10,13,True,False,1023,2025-06-20 13:47:20.910065,2025-06-20 13:48:32.585893
0,o4-mini,True,False,10,13,True,False,1023,2025-06-20 13:48:32.590276,2025-06-20 13:49:27.373999
0,o4-mini,False,False,10,14,True,False,1023,2025-06-20 15:43:20.237842,2025-06-20 15:44:06.270857
0,o4-mini,False,True,10,14,True,False,1023,2025-06-20 15:44:06.279885,2025-06-20 15:45:07.266207
0,o4-mini,True,False,10,14,True,False,1023,2025-06-20 15:45:07.273299,2025-06-20 15:47:34.758530
0,gpt-4.1-mini,False,False,10,10,True,False,1023,2025-06-20 15:47:34.774380,2025-06-20 15:47:59.954787
0,gpt-4.1-mini,False,True,10,10,True,False,1023,2025-06-20 15:47:59.962460,2025-06-20 15:48:16.591572
0,gpt-4.1-mini,True,False,10,10,True,False,15,2025-06-20 15:48:16.595127,2025-06-20 15:48:29.622237
0,gpt-4.1-mini,False,False,10,11,True,False,1023,2025-06-20 15:48:29.627808,2025-06-20 15:50:37.886922
0,gpt-4.1-mini,False,True,10,11,True,False,1023,2025-06-20 15:50:37.892384,2025-06-20 15:51:06.384292
0,gpt-4.1-mini,True,False,10,11,True,False,1023,2025-06-20 15:51:06.391738,2025-06-20 15:52:30.260392
0,gpt-4.1-mini,False,False,10,12,True,False,31,2025-06-20 15:52:30.269079,2025-06-20 15:53:06.271333
0,gpt-4.1-mini,False,True,10,12,True,False,1023,2025-06-20 15:53:06.277401,2025-06-20 15:53:20.580902
0,gpt-4.1-mini,True,False,10,12,True,False,15,2025-06-20 15:53:20.586613,2025-06-20 15:53:33.764437
0,gpt-4.1-mini,False,False,10,13,True,False,1023,2025-06-20 15:53:33.770584,2025-06-20 15:53:57.698280
0,gpt-4.1-mini,False,True,10,13,True,False,1023,2025-06-20 15:53:57.704037,2025-06-20 15:54:23.275268
0,gpt-4.1-mini,True,False,10,13,True,False,1023,2025-06-20 15:54:23.280506,2025-06-20 15:54:31.677962
0,gpt-4.1-mini,False,False,10,14,True,False,1023,2025-06-20 15:54:31.683994,2025-06-20 15:56:30.075315
0,gpt-4.1-mini,False,True,10,14,True,False,1023,2025-06-20 15:56:30.081190,2025-06-20 15:58:46.671145
0,gpt-4.1-mini,True,False,10,14,True,False,1023,2025-06-20 15:58:46.682421,2025-06-20 16:00:11.827337
0,o4-mini,False,False,8,10,True,False,255,2025-06-20 16:00:11.842884,2025-06-20 16:01:41.951438
0,o4-mini,False,True,8,10,True,False,255,2025-06-20 16:01:41.958706,2025-06-20 16:02:51.051294
0,o4-mini,True,False,8,10,True,False,255,2025-06-20 16:02:51.059510,2025-06-20 16:04:30.855343
0,o4-mini,False,False,8,11,True,False,255,2025-06-20 16:04:30.860277,2025-06-20 16:05:56.492369
0,o4-mini,False,True,8,11,True,False,255,2025-06-20 16:05:56.498873,2025-06-20 16:07:11.701127
0,o4-mini,True,False,8,11,True,False,255,2025-06-20 16:07:11.705084,2025-06-20 16:08:54.447564
0,o4-mini,False,False,8,12,True,False,255,2025-06-20 16:08:54.456113,2025-06-20 16:10:08.042313
0,o4-mini,False,True,8,12,True,False,255,2025-06-20 16:10:08.047954,2025-06-20 16:11:53.508611
0,o4-mini,True,False,8,12,True,False,255,2025-06-20 16:11:53.515460,2025-06-20 16:14:33.917388
0,o4-mini,False,False,8,13,True,False,255,2025-06-20 16:14:33.926313,2025-06-20 16:15:56.157594
0,o4-mini,False,True,8,13,True,False,255,2025-06-20 16:15:56.163017,2025-06-20 16:19:02.186551
0,o4-mini,True,False,8,13,True,False,255,2025-06-20 16:19:02.192714,2025-06-20 16:20:29.722056
0,o4-mini,False,False,8,14,True,False,255,2025-06-20 16:20:29.725657,2025-06-20 16:21:34.899891
0,o4-mini,False,True,8,14,True,False,255,2025-06-20 16:21:34.904957,2025-06-20 16:23:20.941781
0,o4-mini,True,False,8,14,True,False,255,2025-06-20 16:23:20.947761,2025-06-20 16:24:41.785185
0,gpt-4.1-mini,False,False,8,10,True,False,255,2025-06-20 16:24:41.796331,2025-06-20 16:25:11.530825
0,gpt-4.1-mini,False,True,8,10,True,False,255,2025-06-20 16:25:11.536768,2025-06-20 16:25:52.120559
0,gpt-4.1-mini,True,False,8,10,True,False,255,2025-06-20 16:25:52.127429,2025-06-20 16:26:49.624840
0,gpt-4.1-mini,False,False,8,11,True,False,255,2025-06-20 16:26:49.629737,2025-06-20 16:28:01.850973
0,gpt-4.1-mini,False,True,8,11,True,False,255,2025-06-20 16:28:01.857956,2025-06-20 16:29:38.702742
0,gpt-4.1-mini,True,False,8,11,True,False,255,2025-06-20 16:29:38.708405,2025-06-20 16:30:41.326877
0,gpt-4.1-mini,False,False,8,12,True,False,15,2025-06-20 16:30:41.333041,2025-06-20 16:31:11.685024
0,gpt-4.1-mini,False,True,8,12,True,False,127,2025-06-20 16:31:11.690495,2025-06-20 16:32:18.519164
0,gpt-4.1-mini,True,False,8,12,True,False,255,2025-06-20 16:32:18.525640,2025-06-20 16:33:07.758750
0,gpt-4.1-mini,False,False,8,13,True,False,255,2025-06-20 16:33:07.764811,2025-06-20 16:34:29.416882
0,gpt-4.1-mini,False,True,8,13,True,False,255,2025-06-20 16:34:29.420729,2025-06-20 16:35:20.576947
0,gpt-4.1-mini,True,False,8,13,True,False,255,2025-06-20 16:35:20.584032,2025-06-20 16:36:35.842564
0,gpt-4.1-mini,False,False,8,14,True,False,255,2025-06-20 16:36:35.847199,2025-06-20 16:37:30.548492
0,gpt-4.1-mini,False,True,8,14,True,False,255,2025-06-20 16:37:30.553967,2025-06-20 16:39:17.266339
0,gpt-4.1-mini,True,False,8,14,True,False,255,2025-06-20 16:39:17.272758,2025-06-20 16:41:06.172917
0,o4-mini,False,False,6,10,True,False,63,2025-06-20 16:41:06.188881,2025-06-20 16:42:19.792295
0,o4-mini,False,True,6,10,True,False,63,2025-06-20 16:42:19.798492,2025-06-20 16:46:05.482879
0,o4-mini,True,False,6,10,True,False,63,2025-06-20 16:46:05.489032,2025-06-20 16:48:55.950632
0,o4-mini,False,False,6,11,True,False,63,2025-06-20 16:48:55.957753,2025-06-20 16:50:42.269558
0,o4-mini,False,True,6,11,True,True,63,2025-06-20 16:50:42.274674,2025-06-20 16:51:49.348285
0,o4-mini,True,False,6,11,True,False,63,2025-06-20 16:51:49.352921,2025-06-20 16:54:29.248685
0,o4-mini,False,False,6,12,True,True,63,2025-06-20 16:54:29.255357,2025-06-20 16:57:29.979070
0,o4-mini,False,True,6,12,True,True,63,2025-06-20 16:57:29.984586,2025-06-20 16:58:49.932997
0,o4-mini,True,False,6,12,True,False,63,2025-06-20 16:58:49.937880,2025-06-20 17:02:07.235601
0,o4-mini,False,False,6,13,True,False,63,2025-06-20 17:02:07.241594,2025-06-20 17:04:01.735419
0,o4-mini,False,True,6,13,True,True,63,2025-06-20 17:04:01.741811,2025-06-20 17:05:47.581515
0,o4-mini,True,False,6,13,True,True,63,2025-06-20 17:05:47.587196,2025-06-20 17:08:40.925019
0,o4-mini,False,False,6,14,True,True,63,2025-06-20 17:08:40.932562,2025-06-20 17:11:26.770649
0,o4-mini,False,True,6,14,True,False,63,2025-06-20 17:11:26.777645,2025-06-20 17:12:35.223310
0,o4-mini,True,False,6,14,True,False,63,2025-06-20 17:12:35.230600,2025-06-20 17:18:08.895339
0,gpt-4.1-mini,False,False,6,10,True,False,63,2025-06-20 17:18:08.917051,2025-06-20 17:18:49.094539
0,gpt-4.1-mini,False,True,6,10,True,False,63,2025-06-20 17:18:49.099414,2025-06-20 17:19:29.853577
0,gpt-4.1-mini,True,False,6,10,True,True,63,2025-06-20 17:19:29.860395,2025-06-20 17:20:15.352665
0,gpt-4.1-mini,False,False,6,11,True,False,63,2025-06-20 17:20:15.357511,2025-06-20 17:21:15.269386
0,gpt-4.1-mini,False,True,6,11,True,True,63,2025-06-20 17:21:15.275011,2025-06-20 17:22:08.596927
0,gpt-4.1-mini,True,False,6,11,True,True,63,2025-06-20 17:22:08.603594,2025-06-20 17:22:48.173402
0,gpt-4.1-mini,False,False,6,12,True,False,63,2025-06-20 17:22:48.179490,2025-06-20 17:23:34.750664
0,gpt-4.1-mini,False,True,6,12,True,False,63,2025-06-20 17:23:34.756011,2025-06-20 17:24:16.849411
0,gpt-4.1-mini,True,False,6,12,True,False,63,2025-06-20 17:24:16.854744,2025-06-20 17:24:54.198863
0,gpt-4.1-mini,False,False,6,13,True,False,63,2025-06-20 17:24:54.203974,2025-06-20 17:25:48.033926
0,gpt-4.1-mini,False,True,6,13,True,False,63,2025-06-20 17:25:48.039079,2025-06-20 17:26:26.123449
0,gpt-4.1-mini,True,False,6,13,True,True,63,2025-06-20 17:26:26.129152,2025-06-20 17:27:10.266770
0,gpt-4.1-mini,False,False,6,14,True,False,63,2025-06-20 17:27:10.272685,2025-06-20 17:27:58.208384
0,gpt-4.1-mini,False,True,6,14,True,True,63,2025-06-20 17:27:58.215439,2025-06-20 17:29:06.371239
0,gpt-4.1-mini,True,False,6,14,True,True,63,2025-06-20 17:29:06.377081,2025-06-20 17:29:40.958034
0,o4-mini,False,False,4,10,True,True,15,2025-06-20 18:41:33.763444,2025-06-20 18:42:28.609407
0,o4-mini,False,True,4,10,True,True,15,2025-06-20 18:42:28.617259,2025-06-20 18:43:06.641234
0,o4-mini,True,False,4,10,True,True,15,2025-06-20 18:43:06.647367,2025-06-20 18:43:43.592595
0,o4-mini,False,False,4,11,True,True,15,2025-06-20 18:43:43.597521,2025-06-20 18:44:23.086214
0,o4-mini,False,True,4,11,True,True,15,2025-06-20 18:44:23.092335,2025-06-20 18:44:54.611642
0,o4-mini,True,False,4,11,True,True,15,2025-06-20 18:44:54.616538,2025-06-20 18:45:29.424500
0,o4-mini,False,False,4,12,True,True,15,2025-06-20 18:45:29.430489,2025-06-20 18:45:53.423180
0,o4-mini,False,True,4,12,True,True,15,2025-06-20 18:45:53.429755,2025-06-20 18:46:21.626932
0,o4-mini,True,False,4,12,True,True,15,2025-06-20 18:46:21.633106,2025-06-20 18:48:12.900032
0,o4-mini,False,False,4,13,True,False,15,2025-06-20 18:48:12.907253,2025-06-20 18:48:55.857499
0,o4-mini,False,True,4,13,True,True,15,2025-06-20 18:48:55.862655,2025-06-20 18:49:59.015897
0,o4-mini,True,False,4,13,True,True,15,2025-06-20 18:49:59.021173,2025-06-20 18:51:04.711618
0,o4-mini,False,False,4,14,True,True,15,2025-06-20 18:51:04.716715,2025-06-20 18:51:46.689263
0,o4-mini,False,True,4,14,True,True,15,2025-06-20 18:51:46.693595,2025-06-20 18:52:23.706196
0,o4-mini,True,False,4,14,True,True,15,2025-06-20 18:52:23.713181,2025-06-20 18:54:25.548288
0,gpt-4.1-mini,False,True,4,10,True,True,15,2025-06-20 18:54:45.006049,2025-06-20 18:55:29.407894
0,gpt-4.1-mini,True,False,4,10,True,True,15,2025-06-20 18:55:29.426125,2025-06-20 18:55:40.933273
0,gpt-4.1-mini,False,True,4,11,True,True,15,2025-06-20 18:56:02.271403,2025-06-20 18:56:27.329889
0,gpt-4.1-mini,True,False,4,11,True,True,15,2025-06-20 18:56:27.336048,2025-06-20 18:56:42.100536
0,gpt-4.1-mini,False,True,4,12,True,True,15,2025-06-20 18:57:01.452321,2025-06-20 18:57:27.112044
0,gpt-4.1-mini,True,False,4,12,True,True,15,2025-06-20 18:57:27.123149,2025-06-20 18:57:40.531808
0,gpt-4.1-mini,False,True,4,13,True,True,15,2025-06-20 18:58:02.131079,2025-06-20 18:58:44.334759
