,model_name,use_mcp,add_pseudocode,n_disks,ith_try,has_structured_response,valid_solution,total_moves,run_start,run_end
0,gpt-4.1-mini,True,False,4,13,True,True,15,2025-06-20 18:58:44.339679,2025-06-20 18:58:55.424202
0,gpt-4.1-mini,False,True,4,14,True,True,15,2025-06-20 18:59:13.863036,2025-06-20 18:59:52.058631
0,gpt-4.1-mini,True,False,4,14,True,True,15,2025-06-20 18:59:52.063630,2025-06-20 19:00:06.415330
0,o4-mini,False,False,3,0,True,True,7,2025-06-20 19:00:06.420110,2025-06-20 19:00:23.029420
0,o4-mini,False,True,3,0,True,True,7,2025-06-20 19:00:23.033204,2025-06-20 19:00:36.564954
0,o4-mini,True,False,3,0,True,True,7,2025-06-20 19:00:36.591142,2025-06-20 19:00:55.688304
0,o4-mini,False,False,3,1,True,True,7,2025-06-20 19:00:55.693133,2025-06-20 19:01:11.143841
0,o4-mini,False,True,3,1,True,True,7,2025-06-20 19:01:11.148562,2025-06-20 19:01:28.584267
0,o4-mini,True,False,3,1,True,True,7,2025-06-20 19:01:28.590170,2025-06-20 19:01:59.666722
0,o4-mini,False,False,3,2,True,True,7,2025-06-20 19:01:59.672591,2025-06-20 19:02:21.710524
0,o4-mini,False,True,3,2,True,True,7,2025-06-20 19:02:21.716441,2025-06-20 19:02:37.774159
0,o4-mini,True,False,3,2,True,True,7,2025-06-20 19:02:37.797113,2025-06-20 19:02:50.378639
0,o4-mini,False,False,3,3,True,True,7,2025-06-20 19:02:50.383598,2025-06-20 19:03:05.565627
0,o4-mini,False,True,3,3,True,True,7,2025-06-20 19:03:05.570497,2025-06-20 19:03:17.697462
0,o4-mini,True,False,3,3,True,True,7,2025-06-20 19:03:17.702257,2025-06-20 19:03:35.650166
0,o4-mini,False,False,3,4,True,True,7,2025-06-20 19:03:35.655357,2025-06-20 19:03:49.086613
0,o4-mini,False,True,3,4,True,True,7,2025-06-20 19:03:49.100600,2025-06-20 19:03:59.127533
0,o4-mini,True,False,3,4,True,True,7,2025-06-20 19:03:59.132405,2025-06-20 19:04:13.707553
0,o4-mini,False,False,3,5,True,True,7,2025-06-20 19:04:13.721354,2025-06-20 19:04:27.611635
0,o4-mini,False,True,3,5,True,True,7,2025-06-20 19:04:27.616997,2025-06-20 19:04:37.085289
0,o4-mini,True,False,3,5,True,True,7,2025-06-20 19:04:37.090204,2025-06-20 19:04:51.881890
0,o4-mini,False,False,3,6,True,True,7,2025-06-20 19:04:51.886620,2025-06-20 19:05:02.552320
0,o4-mini,False,True,3,6,True,True,7,2025-06-20 19:05:02.557408,2025-06-20 19:05:12.475158
0,o4-mini,True,False,3,6,True,True,7,2025-06-20 19:05:12.479995,2025-06-20 19:05:31.609248
0,o4-mini,False,False,3,7,True,True,7,2025-06-20 19:05:31.614223,2025-06-20 19:05:40.737299
0,o4-mini,False,True,3,7,True,True,7,2025-06-20 19:05:40.755391,2025-06-20 19:05:53.468527
0,o4-mini,True,False,3,7,True,True,7,2025-06-20 19:05:53.473816,2025-06-20 19:06:11.869140
0,o4-mini,False,False,3,8,True,True,7,2025-06-20 19:06:11.873989,2025-06-20 19:06:25.605920
0,o4-mini,False,True,3,8,True,True,7,2025-06-20 19:06:25.609901,2025-06-20 19:06:41.210987
0,o4-mini,True,False,3,8,True,True,7,2025-06-20 19:06:41.228516,2025-06-20 19:06:57.921418
0,o4-mini,False,False,3,9,True,True,7,2025-06-20 19:06:57.926259,2025-06-20 19:07:10.020222
0,o4-mini,False,True,3,9,True,True,7,2025-06-20 19:07:10.026242,2025-06-20 19:07:20.788114
0,o4-mini,True,False,3,9,True,True,7,2025-06-20 19:07:20.792656,2025-06-20 19:07:39.866055
0,o4-mini,False,False,3,10,True,True,7,2025-06-20 19:07:39.872961,2025-06-20 19:07:48.733771
0,o4-mini,False,True,3,10,True,True,7,2025-06-20 19:07:48.740183,2025-06-20 19:07:59.581745
0,o4-mini,True,False,3,10,True,True,7,2025-06-20 19:07:59.586591,2025-06-20 19:08:20.899677
0,o4-mini,False,False,3,11,True,True,7,2025-06-20 19:08:20.906172,2025-06-20 19:08:35.115331
0,o4-mini,False,True,3,11,True,True,7,2025-06-20 19:08:35.118842,2025-06-20 19:08:49.994254
0,o4-mini,True,False,3,11,True,True,7,2025-06-20 19:08:50.015443,2025-06-20 19:09:13.864252
0,o4-mini,False,False,3,12,True,True,7,2025-06-20 19:09:13.889510,2025-06-20 19:09:28.397999
0,o4-mini,False,True,3,12,True,True,7,2025-06-20 19:09:28.402943,2025-06-20 19:09:38.375405
0,o4-mini,True,False,3,12,True,True,7,2025-06-20 19:09:38.380286,2025-06-20 19:09:53.837300
0,o4-mini,False,False,3,13,True,True,7,2025-06-20 19:09:53.842560,2025-06-20 19:10:06.325758
0,o4-mini,False,True,3,13,True,True,7,2025-06-20 19:10:06.330830,2025-06-20 19:10:18.526186
0,o4-mini,True,False,3,13,True,True,7,2025-06-20 19:10:18.545768,2025-06-20 19:10:36.960265
0,o4-mini,False,False,3,14,True,True,7,2025-06-20 19:10:36.965343,2025-06-20 19:10:46.273500
0,o4-mini,False,True,3,14,True,True,7,2025-06-20 19:10:46.278830,2025-06-20 19:11:02.476986
0,o4-mini,True,False,3,14,True,True,7,2025-06-20 19:11:02.481774,2025-06-20 19:11:22.723394
0,gpt-4.1-mini,False,False,3,0,True,True,7,2025-06-20 19:11:22.728560,2025-06-20 19:11:34.553187
0,gpt-4.1-mini,False,True,3,0,True,True,7,2025-06-20 19:11:34.556954,2025-06-20 19:11:51.339155
0,gpt-4.1-mini,True,False,3,0,True,True,7,2025-06-20 19:11:51.344648,2025-06-20 19:11:59.792182
0,gpt-4.1-mini,False,False,3,1,True,True,7,2025-06-20 19:11:59.796811,2025-06-20 19:12:08.978985
0,gpt-4.1-mini,False,True,3,1,True,True,7,2025-06-20 19:12:09.011774,2025-06-20 19:12:26.359673
0,gpt-4.1-mini,True,False,3,1,True,True,7,2025-06-20 19:12:26.365603,2025-06-20 19:12:33.783501
0,gpt-4.1-mini,False,False,3,2,True,True,7,2025-06-20 19:12:33.788458,2025-06-20 19:12:44.905106
0,gpt-4.1-mini,False,True,3,2,True,True,7,2025-06-20 19:12:44.911892,2025-06-20 19:12:55.452112
0,gpt-4.1-mini,True,False,3,2,True,True,7,2025-06-20 19:12:55.457657,2025-06-20 19:13:02.411162
0,gpt-4.1-mini,False,False,3,3,True,True,7,2025-06-20 19:13:02.416126,2025-06-20 19:13:13.339317
0,gpt-4.1-mini,False,True,3,3,True,True,7,2025-06-20 19:13:13.352357,2025-06-20 19:13:28.842886
0,gpt-4.1-mini,True,False,3,3,True,True,7,2025-06-20 19:13:28.847917,2025-06-20 19:13:36.072277
0,gpt-4.1-mini,False,False,3,4,True,True,7,2025-06-20 19:13:36.077476,2025-06-20 19:13:44.202135
0,gpt-4.1-mini,False,True,3,4,True,True,7,2025-06-20 19:13:44.228814,2025-06-20 19:13:57.034290
0,gpt-4.1-mini,True,False,3,4,True,True,7,2025-06-20 19:13:57.040058,2025-06-20 19:14:06.750893
0,gpt-4.1-mini,False,False,3,5,True,True,7,2025-06-20 19:14:06.756390,2025-06-20 19:14:17.292615
0,gpt-4.1-mini,False,True,3,5,True,True,7,2025-06-20 19:14:17.298038,2025-06-20 19:14:29.737715
0,gpt-4.1-mini,True,False,3,5,True,True,7,2025-06-20 19:14:29.743349,2025-06-20 19:14:39.021602
0,gpt-4.1-mini,False,False,3,6,True,True,7,2025-06-20 19:14:39.026986,2025-06-20 19:14:48.965290
0,gpt-4.1-mini,False,True,3,6,True,True,7,2025-06-20 19:14:48.991276,2025-06-20 19:15:00.994245
0,gpt-4.1-mini,True,False,3,6,True,True,7,2025-06-20 19:15:01.004963,2025-06-20 19:15:09.409235
0,gpt-4.1-mini,False,False,3,7,True,True,7,2025-06-20 19:15:09.414500,2025-06-20 19:15:21.281605
0,gpt-4.1-mini,False,True,3,7,True,True,7,2025-06-20 19:15:21.286005,2025-06-20 19:15:46.452746
0,gpt-4.1-mini,True,False,3,7,True,True,7,2025-06-20 19:15:46.467676,2025-06-20 19:15:54.536553
0,gpt-4.1-mini,False,False,3,8,True,True,7,2025-06-20 19:15:54.552744,2025-06-20 19:16:09.026490
0,gpt-4.1-mini,False,True,3,8,True,True,7,2025-06-20 19:16:09.031195,2025-06-20 19:16:29.473030
0,gpt-4.1-mini,True,False,3,8,True,True,7,2025-06-20 19:16:29.484689,2025-06-20 19:16:36.620484
0,gpt-4.1-mini,False,False,3,9,True,True,7,2025-06-20 19:16:36.626635,2025-06-20 19:16:47.489261
0,gpt-4.1-mini,False,True,3,9,True,True,7,2025-06-20 19:16:47.515101,2025-06-20 19:17:12.899214
0,gpt-4.1-mini,True,False,3,9,True,True,7,2025-06-20 19:17:12.905176,2025-06-20 19:17:20.176277
0,gpt-4.1-mini,False,False,3,10,True,True,7,2025-06-20 19:17:20.181494,2025-06-20 19:17:31.840925
0,gpt-4.1-mini,False,True,3,10,True,True,7,2025-06-20 19:17:31.845640,2025-06-20 19:18:00.360246
0,gpt-4.1-mini,True,False,3,10,True,True,7,2025-06-20 19:18:00.382220,2025-06-20 19:18:08.067866
0,gpt-4.1-mini,False,False,3,11,True,True,7,2025-06-20 19:18:08.073052,2025-06-20 19:18:22.676545
0,gpt-4.1-mini,False,True,3,11,True,True,7,2025-06-20 19:18:22.694920,2025-06-20 19:18:39.181228
0,gpt-4.1-mini,True,False,3,11,True,True,7,2025-06-20 19:18:39.186659,2025-06-20 19:18:47.382767
0,gpt-4.1-mini,False,False,3,12,True,True,7,2025-06-20 19:18:47.387573,2025-06-20 19:19:02.841003
0,gpt-4.1-mini,False,True,3,12,True,True,7,2025-06-20 19:19:02.846325,2025-06-20 19:19:12.375527
0,gpt-4.1-mini,True,False,3,12,True,True,7,2025-06-20 19:19:12.380790,2025-06-20 19:19:26.627828
0,gpt-4.1-mini,False,False,3,13,True,True,7,2025-06-20 19:19:26.633145,2025-06-20 19:19:39.830817
0,gpt-4.1-mini,False,True,3,13,True,True,7,2025-06-20 19:19:39.835486,2025-06-20 19:19:50.349255
0,gpt-4.1-mini,True,False,3,13,True,True,7,2025-06-20 19:19:50.355006,2025-06-20 19:20:05.467072
0,gpt-4.1-mini,False,False,3,14,True,True,7,2025-06-20 19:20:05.471455,2025-06-20 19:20:17.900675
0,gpt-4.1-mini,False,True,3,14,True,True,7,2025-06-20 19:20:17.905668,2025-06-20 19:20:39.619956
0,gpt-4.1-mini,True,False,3,14,True,True,7,2025-06-20 19:20:39.625006,2025-06-20 19:20:48.060961
0,o4-mini,False,False,2,10,True,True,3,2025-06-20 19:20:48.076705,2025-06-20 19:20:57.860802
0,o4-mini,False,True,2,10,True,True,3,2025-06-20 19:20:57.880633,2025-06-20 19:21:06.461271
0,o4-mini,True,False,2,10,True,True,3,2025-06-20 19:21:06.466307,2025-06-20 19:21:23.380016
0,o4-mini,False,False,2,11,True,True,3,2025-06-20 19:21:23.398097,2025-06-20 19:21:31.629036
0,o4-mini,False,True,2,11,True,True,3,2025-06-20 19:21:31.634165,2025-06-20 19:21:39.651290
0,o4-mini,True,False,2,11,True,True,3,2025-06-20 19:21:39.656170,2025-06-20 19:21:53.927888
0,o4-mini,False,False,2,12,True,True,3,2025-06-20 19:21:53.932735,2025-06-20 19:22:01.919055
0,o4-mini,False,True,2,12,True,True,3,2025-06-20 19:22:01.923827,2025-06-20 19:22:12.215639
0,o4-mini,True,False,2,12,True,True,3,2025-06-20 19:22:12.220684,2025-06-20 19:22:24.839110
0,o4-mini,False,False,2,13,True,True,3,2025-06-20 19:22:24.858335,2025-06-20 19:22:34.918348
0,o4-mini,False,True,2,13,True,True,3,2025-06-20 19:22:34.924109,2025-06-20 19:22:47.590245
0,o4-mini,True,False,2,13,True,True,3,2025-06-20 19:22:47.595411,2025-06-20 19:23:02.422625
0,o4-mini,False,False,2,14,True,True,3,2025-06-20 19:23:02.427556,2025-06-20 19:23:12.464426
0,o4-mini,False,True,2,14,True,True,3,2025-06-20 19:23:12.469511,2025-06-20 19:23:21.956830
0,o4-mini,True,False,2,14,True,True,3,2025-06-20 19:23:21.961766,2025-06-20 19:23:36.032645
0,gpt-4.1-mini,False,False,2,10,True,True,3,2025-06-20 19:23:36.068569,2025-06-20 19:23:41.837434
0,gpt-4.1-mini,False,True,2,10,True,True,3,2025-06-20 19:23:41.840865,2025-06-20 19:23:50.002105
0,gpt-4.1-mini,True,False,2,10,True,True,3,2025-06-20 19:23:50.007851,2025-06-20 19:23:54.856373
0,gpt-4.1-mini,False,False,2,11,True,True,3,2025-06-20 19:23:54.858910,2025-06-20 19:24:05.511266
0,gpt-4.1-mini,False,True,2,11,True,True,3,2025-06-20 19:24:05.516403,2025-06-20 19:24:16.704618
0,gpt-4.1-mini,True,False,2,11,True,True,3,2025-06-20 19:24:16.709759,2025-06-20 19:24:21.279803
0,gpt-4.1-mini,False,False,2,12,True,True,6,2025-06-20 19:24:21.284554,2025-06-20 19:24:37.353501
0,gpt-4.1-mini,False,True,2,12,True,True,3,2025-06-20 19:24:37.358324,2025-06-20 19:24:45.032781
0,gpt-4.1-mini,True,False,2,12,True,True,3,2025-06-20 19:24:45.037824,2025-06-20 19:24:49.778425
0,gpt-4.1-mini,False,False,2,13,True,True,3,2025-06-20 19:24:49.782911,2025-06-20 19:25:04.819762
0,gpt-4.1-mini,False,True,2,13,True,True,3,2025-06-20 19:25:04.822517,2025-06-20 19:25:12.508836
0,gpt-4.1-mini,True,False,2,13,True,True,3,2025-06-20 19:25:12.513948,2025-06-20 19:25:17.334001
0,gpt-4.1-mini,False,False,2,14,True,True,3,2025-06-20 19:25:17.339464,2025-06-20 19:25:24.314547
0,gpt-4.1-mini,False,True,2,14,True,True,3,2025-06-20 19:25:24.330336,2025-06-20 19:25:35.441677
0,gpt-4.1-mini,True,False,2,14,True,True,3,2025-06-20 19:25:35.446828,2025-06-20 19:25:48.386429
0,o4-mini,False,False,6,0,True,False,63,2025-06-21 05:26:49.568422,2025-06-21 05:28:42.571430
0,o4-mini,False,True,6,0,True,True,63,2025-06-21 05:28:42.580368,2025-06-21 05:30:22.234985
0,o4-mini,True,False,6,0,True,False,63,2025-06-21 05:30:22.244633,2025-06-21 05:31:41.010385
0,o4-mini,False,False,6,1,True,True,63,2025-06-21 05:31:41.023165,2025-06-21 05:32:31.174520
0,o4-mini,False,True,6,1,True,True,63,2025-06-21 05:32:31.185158,2025-06-21 05:33:41.524915
0,o4-mini,True,False,6,1,True,False,63,2025-06-21 05:33:41.531171,2025-06-21 05:35:00.258130
0,o4-mini,False,False,6,2,True,True,63,2025-06-21 05:35:00.271765,2025-06-21 05:36:20.489713
0,o4-mini,False,True,6,2,True,False,63,2025-06-21 05:36:20.497466,2025-06-21 05:37:41.191654
0,o4-mini,True,False,6,2,True,False,63,2025-06-21 05:37:41.198384,2025-06-21 05:39:51.874657
0,o4-mini,False,False,6,3,True,False,63,2025-06-21 05:39:51.887140,2025-06-21 05:41:34.916597
0,o4-mini,False,True,6,3,True,True,63,2025-06-21 05:41:34.921935,2025-06-21 05:42:43.367434
0,o4-mini,True,False,6,3,True,True,63,2025-06-21 05:42:43.379436,2025-06-21 05:44:09.978560
0,o4-mini,False,False,6,4,True,True,63,2025-06-21 05:44:09.984318,2025-06-21 05:45:43.654710
0,o4-mini,False,True,6,4,True,False,63,2025-06-21 05:45:43.659724,2025-06-21 05:47:36.824147
0,o4-mini,True,False,6,4,True,False,63,2025-06-21 05:47:36.828950,2025-06-21 05:48:37.037561
0,o4-mini,False,False,6,5,True,True,63,2025-06-21 05:48:37.044728,2025-06-21 05:49:36.260066
0,o4-mini,False,True,6,5,True,True,63,2025-06-21 05:49:36.266497,2025-06-21 05:50:36.560656
0,o4-mini,False,False,4,0,True,True,15,2025-06-21 05:50:36.613860,2025-06-21 05:51:13.127626
0,o4-mini,False,True,4,0,True,True,15,2025-06-21 05:51:13.134583,2025-06-21 05:51:47.121256
0,o4-mini,True,False,4,0,True,True,15,2025-06-21 05:51:47.127993,2025-06-21 05:52:10.647092
0,o4-mini,False,False,4,1,True,False,15,2025-06-21 05:52:10.654392,2025-06-21 05:52:42.304570
0,o4-mini,False,True,4,1,True,True,15,2025-06-21 05:52:42.311728,2025-06-21 05:53:19.892632
0,o4-mini,True,False,4,1,True,True,15,2025-06-21 05:53:19.895447,2025-06-21 05:53:57.616451
0,o4-mini,False,False,4,2,True,True,15,2025-06-21 05:53:57.622691,2025-06-21 05:54:45.783785
0,o4-mini,False,True,4,2,True,True,15,2025-06-21 05:54:45.796183,2025-06-21 05:55:39.783874
0,o4-mini,True,False,4,2,True,True,15,2025-06-21 05:55:39.790952,2025-06-21 05:56:13.123782
0,o4-mini,False,False,4,3,True,True,15,2025-06-21 05:56:13.130267,2025-06-21 05:56:54.557980
0,o4-mini,False,True,4,3,True,True,15,2025-06-21 05:56:54.564340,2025-06-21 05:57:27.181990
0,o4-mini,True,False,4,3,True,True,15,2025-06-21 05:57:27.189943,2025-06-21 05:58:15.524124
0,o4-mini,False,False,4,4,True,True,15,2025-06-21 05:58:15.529801,2025-06-21 05:58:55.575393
0,o4-mini,False,True,4,4,True,True,15,2025-06-21 05:58:55.581146,2025-06-21 05:59:27.231290
0,o4-mini,True,False,4,4,True,True,15,2025-06-21 05:59:27.237123,2025-06-21 06:00:01.995414
0,o4-mini,False,False,4,5,True,True,15,2025-06-21 06:00:02.001866,2025-06-21 06:00:44.040469
0,o4-mini,False,True,4,5,True,True,15,2025-06-21 06:00:44.047754,2025-06-21 06:01:10.690781
0,o4-mini,True,False,4,5,True,True,15,2025-06-21 06:01:10.697957,2025-06-21 06:01:58.054266
0,o4-mini,False,False,4,6,True,True,15,2025-06-21 06:01:58.061961,2025-06-21 06:02:15.018915
0,o4-mini,False,True,4,6,True,True,15,2025-06-21 06:02:15.026005,2025-06-21 06:02:50.425070
0,o4-mini,True,False,4,6,True,True,15,2025-06-21 06:02:50.432188,2025-06-21 06:03:21.471251
0,o4-mini,False,False,4,7,True,True,15,2025-06-21 06:03:21.474820,2025-06-21 06:03:50.246275
0,o4-mini,False,True,4,7,True,True,15,2025-06-21 06:03:50.252080,2025-06-21 06:04:11.746824
0,o4-mini,True,False,4,7,True,True,15,2025-06-21 06:04:11.752820,2025-06-21 06:04:43.687052
0,o4-mini,False,False,4,8,True,True,15,2025-06-21 06:04:43.692375,2025-06-21 06:05:03.201642
0,o4-mini,False,True,4,8,True,True,15,2025-06-21 06:05:03.208172,2025-06-21 06:05:24.308288
0,o4-mini,True,False,4,8,True,True,15,2025-06-21 06:05:24.315670,2025-06-21 06:05:47.798060
0,o4-mini,False,False,4,9,True,True,15,2025-06-21 06:05:47.804159,2025-06-21 06:06:17.367747
0,o4-mini,False,True,4,9,True,True,15,2025-06-21 06:06:17.372428,2025-06-21 06:06:40.984683
0,o4-mini,True,False,4,9,True,True,15,2025-06-21 06:06:40.991745,2025-06-21 06:07:07.779629
0,gpt-4.1-mini,False,True,4,0,True,False,15,2025-06-21 06:07:21.557954,2025-06-21 06:07:39.208084
0,gpt-4.1-mini,True,False,4,0,True,True,15,2025-06-21 06:07:39.214248,2025-06-21 06:07:48.791724
0,gpt-4.1-mini,False,True,4,1,True,True,15,2025-06-21 06:08:05.389761,2025-06-21 06:08:22.209494
0,gpt-4.1-mini,True,False,4,1,True,True,15,2025-06-21 06:08:22.215469,2025-06-21 06:08:33.873653
0,gpt-4.1-mini,False,True,4,2,True,True,15,2025-06-21 06:08:57.276091,2025-06-21 06:09:25.513440
0,gpt-4.1-mini,True,False,4,2,True,True,15,2025-06-21 06:09:25.515727,2025-06-21 06:09:34.447471
0,gpt-4.1-mini,False,True,4,3,True,False,15,2025-06-21 06:09:53.125256,2025-06-21 06:10:09.477043
0,gpt-4.1-mini,True,False,4,3,True,True,15,2025-06-21 06:10:09.484476,2025-06-21 06:10:20.148860
0,gpt-4.1-mini,False,True,4,4,True,True,15,2025-06-21 06:10:42.452784,2025-06-21 06:11:11.009336
0,gpt-4.1-mini,True,False,4,4,True,True,15,2025-06-21 06:11:11.016331,2025-06-21 06:11:20.372085
0,gpt-4.1-mini,False,True,4,5,True,True,15,2025-06-21 06:11:34.278678,2025-06-21 06:11:54.286701
0,gpt-4.1-mini,True,False,4,5,True,True,15,2025-06-21 06:11:54.293133,2025-06-21 06:12:02.544403
0,gpt-4.1-mini,False,True,4,6,True,True,15,2025-06-21 06:12:25.041399,2025-06-21 06:12:50.366015
0,gpt-4.1-mini,True,False,4,6,True,True,15,2025-06-21 06:12:50.372057,2025-06-21 06:13:04.169292
0,gpt-4.1-mini,False,True,4,7,True,True,15,2025-06-21 06:13:24.081227,2025-06-21 06:13:53.163572
0,gpt-4.1-mini,True,False,4,7,True,True,15,2025-06-21 06:13:53.168653,2025-06-21 06:14:01.919197
0,gpt-4.1-mini,False,True,4,8,True,True,15,2025-06-21 06:14:20.396866,2025-06-21 06:14:45.573546
0,gpt-4.1-mini,True,False,4,8,True,True,15,2025-06-21 06:14:45.579415,2025-06-21 06:14:57.135234
0,gpt-4.1-mini,False,True,4,9,True,True,15,2025-06-21 06:15:15.202067,2025-06-21 06:15:50.974666
0,gpt-4.1-mini,True,False,4,9,True,True,15,2025-06-21 06:15:50.980817,2025-06-21 06:16:00.811341
0,o4-mini,False,False,2,0,True,True,3,2025-06-21 06:16:00.853101,2025-06-21 06:16:09.500250
0,o4-mini,False,True,2,0,True,True,3,2025-06-21 06:16:09.506101,2025-06-21 06:16:16.640092
0,o4-mini,True,False,2,0,True,True,3,2025-06-21 06:16:16.646157,2025-06-21 06:16:26.848246
0,o4-mini,False,False,2,1,True,True,3,2025-06-21 06:16:26.854149,2025-06-21 06:16:35.406884
0,o4-mini,False,True,2,1,True,True,3,2025-06-21 06:16:35.413016,2025-06-21 06:16:44.349881
0,o4-mini,True,False,2,1,True,True,3,2025-06-21 06:16:44.355461,2025-06-21 06:16:56.443797
0,o4-mini,False,False,2,2,True,True,3,2025-06-21 06:16:56.451554,2025-06-21 06:17:04.549508
0,o4-mini,False,True,2,2,True,True,3,2025-06-21 06:17:04.555592,2025-06-21 06:17:13.077793
0,o4-mini,True,False,2,2,True,True,3,2025-06-21 06:17:13.083771,2025-06-21 06:17:25.079685
0,o4-mini,False,False,2,3,True,True,3,2025-06-21 06:17:25.087021,2025-06-21 06:17:32.087329
0,o4-mini,False,True,2,3,True,True,3,2025-06-21 06:17:32.094046,2025-06-21 06:17:45.531682
0,o4-mini,True,False,2,3,True,True,3,2025-06-21 06:17:45.538257,2025-06-21 06:17:55.826456
0,o4-mini,False,False,2,4,True,True,3,2025-06-21 06:17:55.831386,2025-06-21 06:18:02.668822
0,o4-mini,False,True,2,4,True,True,3,2025-06-21 06:18:02.674121,2025-06-21 06:18:09.620127
0,o4-mini,True,False,2,4,True,True,3,2025-06-21 06:18:09.625996,2025-06-21 06:18:23.044930
0,o4-mini,False,False,2,5,True,True,3,2025-06-21 06:18:23.050764,2025-06-21 06:18:30.114842
0,o4-mini,False,True,2,5,True,True,3,2025-06-21 06:18:30.120461,2025-06-21 06:18:38.075918
0,o4-mini,True,False,2,5,True,True,3,2025-06-21 06:18:38.083101,2025-06-21 06:18:46.984516
0,o4-mini,False,False,2,6,True,True,3,2025-06-21 06:18:46.989799,2025-06-21 06:18:56.088675
0,o4-mini,False,True,2,6,True,True,3,2025-06-21 06:18:56.094462,2025-06-21 06:19:05.166264
0,o4-mini,True,False,2,6,True,True,3,2025-06-21 06:19:05.171398,2025-06-21 06:19:21.689285
0,o4-mini,False,False,2,7,True,True,3,2025-06-21 06:19:21.694998,2025-06-21 06:19:32.761957
0,o4-mini,False,True,2,7,True,True,3,2025-06-21 06:19:32.766978,2025-06-21 06:19:42.784815
0,o4-mini,True,False,2,7,True,True,3,2025-06-21 06:19:42.789577,2025-06-21 06:19:56.889180
0,o4-mini,False,False,2,8,True,True,3,2025-06-21 06:19:56.894242,2025-06-21 06:20:06.535335
0,o4-mini,False,True,2,8,True,True,3,2025-06-21 06:20:06.541594,2025-06-21 06:20:15.942633
0,o4-mini,True,False,2,8,True,True,3,2025-06-21 06:20:15.948730,2025-06-21 06:20:26.258907
0,o4-mini,False,False,2,9,True,True,3,2025-06-21 06:20:26.264130,2025-06-21 06:20:35.268106
0,o4-mini,False,True,2,9,True,True,3,2025-06-21 06:20:35.273961,2025-06-21 06:20:42.664228
0,o4-mini,True,False,2,9,True,True,3,2025-06-21 06:20:42.670140,2025-06-21 06:20:54.379674
0,gpt-4.1-mini,False,False,2,0,True,True,3,2025-06-21 06:20:54.394141,2025-06-21 06:21:01.964240
0,gpt-4.1-mini,False,True,2,0,True,True,3,2025-06-21 06:21:01.969853,2025-06-21 06:21:07.949242
0,gpt-4.1-mini,True,False,2,0,True,True,3,2025-06-21 06:21:07.954764,2025-06-21 06:21:11.583248
0,gpt-4.1-mini,False,False,2,1,True,True,3,2025-06-21 06:21:11.589398,2025-06-21 06:21:16.676764
0,gpt-4.1-mini,False,True,2,1,True,True,3,2025-06-21 06:21:16.682247,2025-06-21 06:21:21.655106
0,gpt-4.1-mini,True,False,2,1,True,True,3,2025-06-21 06:21:21.660916,2025-06-21 06:21:24.920814
0,gpt-4.1-mini,False,False,2,2,True,True,3,2025-06-21 06:21:24.926275,2025-06-21 06:21:38.160358
0,gpt-4.1-mini,False,True,2,2,True,True,3,2025-06-21 06:21:38.167033,2025-06-21 06:21:45.269835
0,gpt-4.1-mini,True,False,2,2,True,True,3,2025-06-21 06:21:45.275405,2025-06-21 06:21:49.439750
0,gpt-4.1-mini,False,False,2,3,True,True,3,2025-06-21 06:21:49.445804,2025-06-21 06:21:55.383113
0,gpt-4.1-mini,False,True,2,3,True,True,3,2025-06-21 06:21:55.389011,2025-06-21 06:21:59.271210
0,gpt-4.1-mini,True,False,2,3,True,True,3,2025-06-21 06:21:59.278374,2025-06-21 06:22:03.722263
0,gpt-4.1-mini,False,False,2,4,True,True,3,2025-06-21 06:22:03.728025,2025-06-21 06:22:07.971261
0,gpt-4.1-mini,False,True,2,4,True,True,3,2025-06-21 06:22:07.977845,2025-06-21 06:22:14.119033
0,gpt-4.1-mini,True,False,2,4,True,True,3,2025-06-21 06:22:14.124660,2025-06-21 06:22:18.123268
0,gpt-4.1-mini,False,False,2,5,True,True,3,2025-06-21 06:22:18.127334,2025-06-21 06:22:25.625378
0,gpt-4.1-mini,False,True,2,5,True,True,3,2025-06-21 06:22:25.631280,2025-06-21 06:22:33.225471
0,gpt-4.1-mini,True,False,2,5,True,True,3,2025-06-21 06:22:33.231348,2025-06-21 06:22:36.990433
0,gpt-4.1-mini,False,False,2,6,True,True,3,2025-06-21 06:22:36.996101,2025-06-21 06:22:42.344404
0,gpt-4.1-mini,False,True,2,6,True,True,3,2025-06-21 06:22:42.349684,2025-06-21 06:22:48.765140
0,gpt-4.1-mini,True,False,2,6,True,True,3,2025-06-21 06:22:48.770219,2025-06-21 06:22:52.458119
0,gpt-4.1-mini,False,False,2,7,True,True,3,2025-06-21 06:22:52.464220,2025-06-21 06:22:56.474255
0,gpt-4.1-mini,False,True,2,7,True,True,3,2025-06-21 06:22:56.478202,2025-06-21 06:23:02.617024
0,gpt-4.1-mini,True,False,2,7,True,True,3,2025-06-21 06:23:02.622339,2025-06-21 06:23:07.169649
0,gpt-4.1-mini,False,False,2,8,True,True,3,2025-06-21 06:23:07.175913,2025-06-21 06:23:12.725518
0,gpt-4.1-mini,False,True,2,8,True,True,3,2025-06-21 06:23:12.731556,2025-06-21 06:23:20.286133
0,gpt-4.1-mini,True,False,2,8,True,True,3,2025-06-21 06:23:20.291713,2025-06-21 06:23:24.250604
